EBER_THE	NAMIR	JOKTAN
PILATE	UNTAR	UNTO
AND	BEARING	IS_CALLED_THE
SAITH	UNTAR	HIS
THIS_THAT	MIGHT	THIRST
THESE_THINGS_WERE	DONE	OF_HIM_SHALL_BE
PILATE	BESOUGHT	THAT
LAID_JESUS	PREPARATION	THE_WAS
WHEN	HAD_SO	SAID
JESUS	THEN	CAME
YE	MIGHT	THE
THESE_THINGS_JESUS	ES	TIBERIAS_AND_HIMSELF
WENT_FORTH_AND	ENTERED	NOTHING
FOR	WAS	NAKED
THOU	MORAR	ME
SAITH	UNTAR	HIM
SAITH	UNTAR	HIM
SAITH	UNTAR	HIM
SAITH	UNTAR	HIM
SAITH	UNTAR	THIRD_TIME
BY_WHAT	SHOULD	GOD
WHEN	HAD	THIS
GO_THAT_FOR	COME	ME
JONAH_PARTS_OF_AND	WAS	WAS_FAST_ASLEEP
BE	CALM	US
TO_WE_AND_FOR	DONE	IT_PLEASED_YOU
YAHWEH	PREPARED	FISH_TO
IT_DISPLEASED_JONAH	WAS	ANGRY
I_HURRIED_YOU_ARE	GRACIOUS	TO_ANGER_AND
GOD	PREPAREDIR	WIND_AND
MOSES	SERVANT	DEAD
MOSES	SERVANT	YOU
YAHWEH	GIVIR	BROTHERS_REST
AS	GIVIR	THEM
AS	WAS	MOSES
WHOEVER	REBELS	DOESN’T_LISTEN
WATERS_THAT	COME	HEAP
SET_UP	THOSE	GILGAL
UTTERLY	DESTROYED	THAT
JOSHUA	TORAR	HEADS
WHAT_I_SAY_AFTER	TURNED	BEFORE_THEIR_ENEMIES
FAMILY_WHICH	SELECTS	HOUSEHOLDS
HOUSEHOLD_WHICH_YAHWEH	SELECTS	SHALL
ALL_THAT_AND	DONE	ISRAEL
AND	ES	ZERAH_HIS_AND_AND
WHEN_THE_INHABITANTS_OF	DONE	JERICHO_AND_TO_AI
CALLED_FOR_AND	SPOKE	THEM_SAYING
NONE	MOVED	TONGUE_AGAINST_ANY_OF
AND	BRING	ME
TOOK_AND_ACCORDING	DONE	LIBNAH
LEFT_ONE_ACCORDING	DONE	EGLON
HE_UTTERLY	DESTROYED	AND
STRUCK_THEM_AND	DESTROYED	THE_SOULS_WHO_WERE
AS	DONE	HEBRON
HE_UTTERLY	DESTROYED	GOD_OF_ISRAEL_COMMANDED
ALL	THESE	WATERS_OF_MEROM_TO
YAHWEH_COMMANDED_MOSES_HIS	SERVANT	COMMANDED_JOSHUA
MADE_WAR	THOSAR	KINGS
UTTERLY	DESTROYED	WITH_THEIR_CITIES
KING_OF_SHIMRON	MERON	ONE
OFFERINGS_OF_THE_AS	SPOKE	HIM
GILEAD_THE_BASHAN	ES	MANASSEH
ARE_THE_INHERITANCES_WHICH	DISTRIBUTED	EASTWARD
AS	SPOKE	THEM
MOSES	SWORAR	THAT_DAY
KEPT	ALIVAR	ME
AS	SPOKE	ISRAEL_WALKED_THE
HEBRON	ES	JEPHUNNEH
HEBRON_BECAME_THE	ES	JEPHUNNEH_TO_THIS_DAY
BORDER	EXTENDED	THE_BORDER
SAID	WHO	STRIKES
GIVE	ALSO	OF
GOSHEN	ELEVAR	WITH_THEIR
THEREFORE	HAD	AND_BASHAN
SAID_TO_HOW	GIVIR	YOU
SHALL	DIVIDIR	INTO_SEVEN_PORTIONS
BORDER_WENT_DOWN_TO	ES	HINNOM
WENT_DOWN_TO	ES	REUBEN
LEBAOTH	THIRTEEN	WITH_THEIR_VILLAGES
ENDED_THE	ES	THE_REGION_OF_ACHZIB
ELEAZAR_THE_PRIEST	ES	NUN_AND_OF
AND	DECLARAR	HIS
THAT	ES	LIVE_AMONG
YAHWEH_YOUR_GOD	GIVIR	TO_YOUR_BROTHERS
AS	SPOKE	THEM
ACHAN_THE	ES	ZERAH_COMMIT_TRESPASS
ACHAN_THE	ES_IN	DEVOTED_THING
HAVE	SEAR	THAT_YAHWEH
MAN_OF_YOU_SHALL	CHAR	FOR
AS	SPOKE	YOU
YAHWEH’S_ANGER_WILL	GIVIR	YOU
POSSESSED_THEIR_LAND_AND	DESTROYED	FROM_BEFORE_YOU
BALAK_THE	ES	ZIPPOR_KING
SAID_TO_YOU	CHOSAR	YOURSELVES
TO	SERVAR	HIM
SAID_TO_THIS_FOR	SPOKE	US
SERVED_YAHWEH_AND_THAT	HAD	FOR_ISRAEL
HIM	ES	WAS_GIVEN_HIM_THE
BELOVED	TO	UNTO_AND
DURST	BRING	ACCUSATION_BUT
BE_WHO	SEPARATAR	THEMSELVES
NOW	UNTAR	IS_ABLE_TO
ON_HIGH_HAS	SENT	INTO
LORD	BECOME	AN_ENEMY
LORD	CAST	OFF
YAHWEH	DONE	WHICH
AM_THE	SEAR	AFFLICTION
SURELY	TURNS	AGAINST
HAVE	REMOVED	SOUL_FAR_FROM_PEACE
IS_GOOD_FOR_MAN	BEAR	YOKE
FOR	DOES	WILLINGLY
HAVE_CHASED	RELENTLESSLY	BIRD
HAVE	SEAR	VENGEANCE
YAHWEH	ACCOMPLISHED	WRATH
YAHWEH’S	SCATTERED	THEM
INHERITANCE	BEAR	TO_STRANGERS
HEAD	FALLEN	FROM
THAT	ACCEPTED	YAHWEH
SHALL	BRING	IT_SHALL_BE_AND
IF	OFFERS	OFFER_IT
RULER_AND	ES	COMMANDED
SHALL	BRING	FOR
IF	BRINGS	OFFERING
ITS_FAT_SHALL_ON	CONCERNING	SINNED
ANYONE_SINS	BEING	WHETHER
AND	BRING	HIS
SHALL_MAKE	CONCERNING	WILL
SHALL_BE	EATIR_IN	PLACE
AND	SAID	AARON_TAKE_WITHOUT_AND
AND	DIPPED	POURED_OUT
I_HAD	EATIR	THE
WHATEVER	FINS	NOR
CARRIES_PART	UNCLEAN	EVENING
SHALL	UNCLEAN	EVENING
UNCLEAN_AND	UNCLEAN	YOU
WHO	UNCLEAN	EVENING
SHALL_DEFILE_YOURSELVES_KIND	MOVES	THE_EARTH
SHALL	EXAMINE	THE_PRIEST_SHALL_ISOLATE
SHALL	EXAMINE	SPREAD
SHALL	EXAMINE	BEHOLD_THE
SHALL	EXAMINE	ON
SHALL	THAR_IN	FOR
MAN’S	FALLEN	HEAD
SHALL	COVER	UNCLEAN
IS_MILDEWED_SPOT_WHETHER	INSIDIR	OUTSIDE
SHALL	EXAMINE	HIM
SHALL_BE_ON_THAT	HABER	SHAVE
TWO_TURTLEDOVES_OR_SUCH	IS	TO_AND
AS	IS	TO
SUCH_AS	IS	THE_MEAL_OFFERING
SEEMS	TO	THE
EVENING	UNCLEAN	UNTIL
FOR_RISING_AND	SCAB	SPOT
HAS	UNCLEAN	EVERYTHING
WHO_TOUCHES_THE_AND	UNCLEAN	EVENING
SADDLE	WHO	DISCHARGE_RIDES_ON
GARMENT_AND	UNCLEAN	EVENING
WOMAN_DISCHARGE_AND	UNCLEAN	EVENING
YOU_SHALL	SEPARATIR	THEY_DEFILE_MY
HAVE	LINAR	WITH_THE
WHEN	FINISHED	THE_ALTAR
WHO	PLACIR	MAKE_AND_EVEN
SHALL_DO	INJUSTIZAR	JUDGMENT
NOR	PRACTICAR	SORCERY
ALSO_WILL	GIVIR	HIS_OFFSPRING_TO_TO
MAN_OR_AND	SEES	NAKEDNESS_AND
MAN_UNCLE’S_WIFE	UNCOVERED	UNCLE’S
SHALL_NOT_MARRY	DIVORCED	HUSBAND
ONE_DIVORCED_OR	BEIR	THESE
DAYS_SHALL_WORK_BE	DONE	SHALL_KIND
AND	ACCEPTED	YOU
SHALL	BRING	TWO_LOAVES_OF
TO	CAUSAR	TO_BURN_CONTINUALLY
FOREIGNER_AS_WHEN	BLASPHEMES	NAME_SHALL
FOR_FRACTURE_EYE	ES	INJURED
SHALL	COUNT	OF_YEARS
MAN	ONAR	AND
IF	ISN’T	HIS_PROPERTY
REDEEM_WHOLE	BEAR	SOLD
YOUR_BROTHER	BECOME	YOU
YOUR_BROTHER	GROWN	POOR
AS	SERVANT	AS_A
THERE_REMAIN_BUT_THEN	ES	ACCORDING
OF_YOU_SHALL	CHAR_A	HUNDRED
YOU_SHALL	CHAR	THOUSAND
WILL_EVEN_THAT	CONSUMIR	EYES_AND
I_WILL_THE_BE	THEIR	GOD
IF	WHO	DEDICATES
IF	ES	REDEEM_OR
WHEN_ZACHARIAS	WAS	FEAR_FELL_UPON_HIM
THOU_SHALT_HAVE_AND	REJOICE	BIRTH
MANY_OF_SHALL	TURN	THE_LORD
MAKE_READY_PEOPLE	PREPARED	THE_LORD
GOD	UNTAR	GALILEE
AND	BRING	JESUS
AND	ENTERED	THE_OF_AND
MARY_SAID_MY	MAGNIFY	LORD
HATH	ES	HIS_HANDMAIDEN_FOR
THAT	DONE	HOLY_IS_HIS_NAME
AS	SPAKE	OUR_FATHERS_TO_AND
SIGNS_TO_HIS_FATHER	WOULD	CALLED
WHEN_THEY_HAD	SEAR	IT
THAT	SHOULD	DEATH
THOU	PREPARED	THE
WHEN	WAS	YEARS_OLD
AND	SAID	ME
FAN_HE	PURGIR	BURN_WITH_FIRE_UNQUENCHABLE
MANY_OTHER_THINGS_HIS	UNTO	PEOPLE
JESUS	BEGAR	WAS_THE
WAS_THE	ES	MATTHAT_WHICH_WHICH_WHICH
WAS_THE	ES	MATTATHIAS_WHICH_WHICH
WAS_THE	ES	MAATH_WHICH_WHICH
WAS_THE	ES	JOANNA_WHICH_WHICH
WAS_THE	ES	MELCHI_WHICH_WHICH_WHICH
WAS_THE	ES	JOSE
WAS_THE	ES	SIMEON_WHICH_WHICH
WAS_THE	ES	MELEA
WAS_THE	ES	JESSE_WHICH
WAS_THE	ES	AMINADAB
WAS_THE	ES	JACOB_WHICH_WHICH_WHICH
WAS_THE	ES	SARUCH_WHICH
WAS_THE	ES	CAINAN_WHICH_WHICH
WAS_THE	ES	ENOS_WHICH
DAYS	DID	HUNGERED
AND	BROUGHT	TO_AND_AND
AND	TAUGHT	GLORIFIED_OF_ALL
WHEN	HAD	THE_BOOK
AND	BEGAR	SAY_UNTO_THEM_THIS
AND	SAID	I_SAY_UNTO_YOU
AND	ENTERED	SIMON’S
AND	STOOD	IMMEDIATELY_SHE
DEVILS_ALSO_CRYING	ES	GOD
THAT	SHOULD	FROM
AND	SAID	THEREFORE
AND	PREACHED	GALILEE
AND	ENTERED	ONE_OF_THE_SHIPS
WHEN	HAD	SPEAKING
WHEN_THEY_HAD_THIS	DONE	THEIR_NET_BRAKE
AND	UNTAR	WERE_THE_THAT
THEY_CAME_AND	BEGAR	SINK
FOR	WAS	ASTONISHED
IMMEDIATELY_THE_LEPROSY_DEPARTED	FROM	HIM
AND	CHARGED	GO_AND_TO
PALSY_AND	BRING	HIM
YE_OF	SAID	GO_INTO_THINE_HOUSE
AND	SAID	ME
JESUS_SAID_UNTO	PHYSICIAR	BUT
AND	SPAKIR	OTHERWISE
BUT	KNEW	STAND_FORTH_THE_MIDST
AND	MIGHT	JESUS
AND	CONTINUED	NIGHT_PRAYER_TO_GOD
CALLED	UNTAR	AND
WHOM	ALSO	AND_JOHN_PHILIP
AND_THOMAS	ES	ALPHAEUS
AND	LIFTED	POOR
AND	UNTAR	ON_AND
WHEN	HAD	ALL_HIS_SAYINGS
AND	SERVANT	WAS
FOR	HABER	HATH
WHEN	WAS	FROM_THE_HOUSE_THE
SAY_IN_AND	SERVANT	SHALL
HAVING	SOLDIERS	AND
JESUS_HEARD_THESE_THINGS	MARVELLED_IN	ISRAEL
AND	SAID	SAY_UNTO_ARISE
WAS_DEAD_AND	BEGAR	SPEAK
AND	DELIVERED	TO
THERE_CAME_FEAR_AND	VISITED	PEOPLE
JOHN_CALLING	UNTAR	SENT
GAVEST	KISS	THIS_WOMAN
AND	SAID	UNTO
AND	BEGAR	SAY_WITHIN_THEMSELVES_WHO
AND	SAID	PEACE
AND	ANSWERED	SAID_UNTO_MY_AND
AND	AWOKE	WE
WHEN	HAR	VOICE
AND	WAS	BOUND_WITH_CHAINS_AND
AND	SAID	LEGION
MANY_DEVILS_WERE	ENTERED	HIM
AND	WOULD	THEM
AND	SUFFERED	THEM
AND	WAS	OF_THE_SYNAGOGUE
FOR	HAD	YEARS_OF_AND
WHO	TOUCHED	ME
WHO	TOUCHED	ME
WHEN_JESUS	ANSWERED	HIM
WHEN	CAMAR	THE_HOUSE
BUT	CHARGED	THAT
TO	CURE	DISEASES
AND	SAID	HAVE_TWO_COATS_APIECE
AND	DESIRED	SEE_HIM
WHEN_THE_DAY	BEGAR	WEAR_AWAY
AND	SAID	HIS_DISCIPLES
AS	WAS	HE_ASKED_THEM
AND	SAID	ME
GLORY	SHOULD	ACCOMPLISH
WHILE	ES	SPAKE_CAME_AND
AND	ES	MINE
AND	SUDDENLY	OUT
THY	ES	HITHER
AS	WAS	COMING_THE
SAID_UNTO_WHOSOEVER	NAME	RECEIVETH
AND	SENT	BEFORE_AND
AND	WOULD	TO_JERUSALEM
AND	CONSUMIR	AS_ELIAS_DID
AND	SAID	ME
BID_THEM_WHICH	FIRST	ME
THEREFORE	UNTO	THAT
UNTO	DONE	HAVE_BEEN
AND	THAT	YOU
AND	TURNED	UNTO
AND	ES	THOU_AND
AND	SAID	RIGHT
THAT	ENTERED	VILLAGE_AND
MARTHA	ABOUT	SERVE_ALONE
WILL_BE	DONE	HEAVEN
LEND	THREIR	LOAVES
AND	FROM	TROUBLE
THOUGH	ES	RISE_HE_WILL
ONE_AND	ES	FINDETH_AND
IF_SHALL_WILL	OFFER	HIM
AND	WAS	IT_WAS_DUMB
SATAN_ALSO_BE	DIVIDED	HOW
WHEN_STRONGER	COME	AND
WHEN	ES	COMETH
BUT	SAID	KEEP_IT
WHEN_THE	BEGAR	SAY
WHEN_THE	MARVELLED	THAT
AND	SAID	YE
UNTO_FOR	ENTERED	YOURSELVES
AS	SAID	UNTO
SAY	BEGAR_IN	IS_HYPOCRISY
SHALL	BEFORIR	ME
SHALL_BE	BEFORIR	ME
WHEN_THEY	BRING	UNTO_THE
THAT	DIVIDIR	ME
AND	SAID	OR_DIVIDER_OVER
AND	SAID	MAN’S
AND	THOUGHT	HIMSELF_I_BECAUSE
AND	SAID	WILL_I_DO
IS_HE	THAT	TREASURE_FOR_HIMSELF
TAKE	THOUGHT	FOR_THE_BODY_WHAT
THAT_YE_HAVE_AND	PROVIDIR	MOTH
OPEN	UNTAR	IMMEDIATELY
IF_HE_SHALL	COME_IN	SECOND_WATCH
PETER_SAID_UNTO_LORD	UNTAR	US
AND_IF_THAT	SERVANT	THE_AND
LORD_OF	SERVANT	COME
FATHER_SHALL_BE	DIVIDED	THE
SAID	UNTO	IT
AND	ES	ANSWERING
AND	WAS	TEACHING
AND	ES	HIS_HANDS
AND	ES	THROUGH_TEACHING_AND
SHALL_YE	BEGIN	SAY
AND	SAID	CAST_AND
AND	TOOK	HEALED_HIM
SAID	ALSO	BE
SAID	UNTO	HIM
AND	SENT	HIS
AND	BEGAR	MAKE_EXCUSE
THAT	SERVANT	SHEWED_HIS_THESE
MAN_OF_YOU_HAVING	LOSE	IT
WHEN_HATH	ES	IT
WHAT_WOMAN_HAVING	TAR	DOTH
AND	SAID_A	MAN
AND	DIVIDED	UNTO
MANY_DAYS	ES	ALL
WHEN	HAD	AND
WHEN	CAMAR	PERISH
MAKE	AS	SERVANTS
WHEN	WAS	GREAT_AND
AND	BRING	THE_FATTED_CALF_AND
THIS_MY	ES	AND
AND	WAS	ANGRY
AND	ES	SAID_TO_THESE_NEITHER
AS_SOON	ES	COME
AND	SAID	ALSO
AND	ES	IS
AND	ES_IN	LEAST_IS_UNJUST_ALSO
CANNOT	SERVAR	AND_MAMMON
THEN	SAID	TO
AND	SAID	IF_ONE_UNTO
AND	SAID_NOT	AND_THE_PROPHETS
SAID	UNTO	DISCIPLES_IT
THAT	SERVANT	TROW_NOT
AS	ENTERED	MET_HIM_TEN
WHEN_HE	SAID	UNTO
ONE_OF_THEM_WHEN	WAS	HEALED
AND	WAS	SAMARITAN
OF	MINIR	ADVERSARY
REGARD	WOULD	WHILE
AFTERWARD	SAID	HIMSELF_THOUGH
SHALL_GOD	AVENGE	OWN_ELECT
ONE_AND	THAT	EXALTED
THAT	WOULD	WHEN_HIS_DISCIPLES_SAW
AND	CRIED	ME
AND	SAID	LORD
IMMEDIATELY	RECEIVED	SIGHT
AND	WAS	RICH
AND	SOUGHT	SEE_JESUS_WHO
AND	ES	BEFORE_AND
FOR	WAS	PASS
WHEN_THEY_SAW_THAT	WAS	THAT_IS_SINNER
ZACCHAEUS_STOOD_AND_I	RESTORAR	FOURFOLD
AS	ALSO	ABRAHAM
I_FEARED	AUSTERAR	MAN
SAITH	UNTAR	HIM
OF	THINE	WILL
THOSE_MINE_WHICH	BRING	ME
WHEN	HAD	SPOKEN
IF_ANY_MAN_WHY	LOOSAR	HIM
AND	ANSWERED	SAID_UNTO
THINE_ENEMIES_SHALL	CAST	ABOUT_THEE_AND
INTO_AND	BEGAR	CAST_OUT
AND	TAUGHT	THE_TEMPLE
AND	ANSWERED	ANSWER
AND	ES	SAY_WHY
THEN	BEGAR_A	MAN_VINEYARD_AND_AND
AGAIN	SENT	ANOTHER
AGAIN	SENT	AND
AND	CAST	OUT
SHOULD_JUST_THAT	MIGHT	THE
BUT	PERCEIVED	ME
WROTE	UNTAR	HAVING
MOSES	SHEWED	BUSH
FOR	IS	ALL_LIVE_UNTO
HIM_LORD_HOW	THEN	HIS
AND	SAID	MORE_THAN_ALL
AND	SAID	MANY_SHALL
AND	SPAKIR	THE_FIG_TREE_AND
YE_ARE	ENTERED	HIM_INTO
AND	BEGAR	ENQUIRE_AMONG_THEMSELVES_WHICH
ARE_THEY_WHICH	CONTINUED	WITH
AND	SAID	ME
AND	SAID	SHOES
SAID	UNTO	THEM
LET	SELL	BUY_ONE
AND	WAS	THE_TRANSGRESSORS
WHEN	WAS_AT	PLACE
AND	WAS	STONE’S
BUT	DONE	BE
AND	TOUCHED	EAR_AND
AND	DENIED	HIM
FOR	IS	GALILAEAN
LET	GO	ME
SAID_ALL	ES	GOD
AND	ANSWERED	SAID_THOU
AS_SOON_AS	KNEW	THAT
WHEN_HEROD	WAS	AND
FOR	WAS	SEE_HIM_OF_LONG
THEN	QUESTIONED	HIM_MANY
BUT	ANSWERED	NOTHING
WHEN	HAD	THE_CHIEF_PRIESTS_AND
WORTHY_OF_DEATH_IS	DONE	UNTO
HAVE_FOUND	CAUSAR	OF
AND	MIGHT	CRUCIFIED
BUT	DELIVERED	TO_THEIR_WILL
THAT	MIGHT	IT
AND	WAS	MAN_AND
AND	PREPARED	AND_AND
AND	SAID	ARE_SAD
SAID_THAT	WAS	ALIVE
THEN	SAID	UNTO
THEY_DREW_AND	MADE	WOULD
THEIR_EYES_AND_AND	VANISHED	OF_THEIR_SIGHT
AND	ELEVAR	TOGETHER_AND
AND	DONE_IN	WAY_AND
THEY_WERE	SEAR	SPIRIT
WHEN	HAD	SPOKEN
OPENED	THEIR	THAT
I_AM	THEN	IS_MY_HONOR
HAVE	CAUSED	LAW
AND	DELIGHTS	THEM
AND	ES	AS_WILL
SHALL_YOUR	VENIR	YAHWEH
HAVE_SAID_IT	SERVAR	WHAT_HIS_INSTRUCTIONS_AND
WHO	SERVAR	HIM
AND	WAS	MINISTERED
WHEN	HAD	FARTHER_THENCE
STRAIGHTWAY	CALLED	THEM
AND	ENTERED	THE_SYNAGOGUE_AND
AND	PREACHED	CAST_OUT_DEVILS
JESUS	MOVED	COMPASSION_FORTH_AND_AND
AS_SOON_AS	HAD	THE_LEPROSY_DEPARTED_FROM
AND	WAS	CLEANSED
OUT_AND	BEGAR	PUBLISH_IT_MUCH_AND
AGAIN	ENTERED	AFTER_SOME_DAYS_AND
AND	COME	WAS_BORNE_OF_FOUR
JESUS_SAW_THEIR_FAITH	SAID	UNTO
AND	ES	SIDE
IS_IT_THAT	HABER	PUBLICANS_AND_SINNERS
SAITH	UNTAR	OF_PHYSICIAN_BUT
SAITH	UNTAR	THEM
CAME	UNTAR	HIM
AND	SPAKIR	HIS_DISCIPLES
FOR	HAD	MANY
AND	UNCLEAN	THOU
THEY_CAME	UNTAR	HIM
AND	ORDAINED	TWELVE
JAMES	ES	ZEBEDEE_AND_AND
ANDREW	ES	ALPHAEUS
AND	CALLED	UNTO_AND_UNTO_PARABLES
IF_BE	DIVIDED	THAT
IF_HOUSE	DIVIDED	THAT
THERE_WAS_GATHERED	UNTAR	HIM
AND	TAUGHT	SAID_UNTO_HIS
WHEN	WAS	ALONE
UNTO_ALL	DONE_IN	PARABLES
AND	BRING	SOME_AN_HUNDRED
AND	SAID	SEED_INTO
SHOULD_SLEEP_AND_AND	ES	KNOWETH
WITH_WHAT	COMPARISER	WE_COMPARE_IT
WHEN_THEY_HAD	SENT	AS
AND	WAS	PILLOW
AND	OBEY	HIM
ALWAYS	WAS_IN	MOUNTAINS_AND_CRYING_AND
AND	BESOUGHT	THAT
ALL_THE_DEVILS	BESOUGHT	HIM
THAT	MIGHT	WITH_HIM
AND	BEGAR	PUBLISH
AND	BESOUGHT	GREATLY
WHO	TOUCHED	ME
AND	SAID	UNTO
WHEN	HAD	ALL_OUT
STRAIGHTWAY_THE	DAMSEL	WAS
AND	CHARGED	STRAITLY_THAT
AND	COULD	THERE
AND	MARVELLED	THEIR
CALLED	UNTAR	TWELVE
WHEN_HEROD	SAID	IS_JOHN_WHOM
THAT	WAS	MAN
AND	OBSERVED	WHEN_HEARD
CAME	HASTAR	UNTO
AND	ES	THEM_THE
WHEN	SENT	AWAY
WHITHERSOEVER	ENTERED	VILLAGES_OR_BESOUGHT_THAT
AND	SAID	GOD
WHEN	HAD	THE_PEOPLE
OF_YOU_AND	EVERY	ME
AND	SAID	DEFILETH_THE
AND	SAID	UNTO
AND	TOOK	HE_SPIT_AND
LOOKING	SIGHED	AND
AND	CHARGED	THE_MORE_CHARGED_GREAT
AND	ES	THE_ON_AND
AND	SENT	AWAY
STRAIGHTWAY	ENTERED	WITH_HIS_DISCIPLES_AND
AND	SIGHED	GENERATION_SEEK_AFTER_SIGN
AND	CHARGED	OF_AND
TO	BRING	UNTO_AND
AND	SENT	TO_HIS_HOUSE_NEITHER
SAITH	UNTAR	THEM
AND	CHARGED	THAT
AND	SPAKIR	SAYING_OPENLY
PETER_TOOK_HIM_AND	BEGAR	REBUKE_HIM
WHEN	HAD	HIS_DISCIPLES
WHEN	HAD	ME
THEREFORE_SHALL	ASHAMED	AND_OF_MY_WORDS
FOR	WIST	THEY_WERE
AND	ANSWERED	TOLD_THEM
I_SAY_UNTO_THAT	DONAR	IT_IS_WRITTEN
WHEN	CAMAR	HIS_DISCIPLES
WHERESOEVER	ES	HIM
AND	SAID	OF
AND	WOULD_NOT	MAN
FOR	TAUGHT	SHALL
AND	SERVANT	ALL
AND	TOOK	WHEN
THAT	SENT	ME
IF_THINE_OFFEND_THEE	PLUCK	OUT
AS	WAS	WONT
AND	ANSWERED	SAID_UNTO_WHAT
THAT	SHOULD	HIS_DISCIPLES
WHEN_JESUS	WAS	DISPLEASED
WHEN	WAS	SHALL_I_THAT_I
AND	ANSWERED	SAID
THESE_HAVE_I	OBSERVED	MY_YOUTH
AND	WAS	FOR
JESUS_LOOKED_ROUND_AND	UNTAR	HIS
HAVE_LEFT_ALL_AND	BEGAR	SAY
JAMES_THE	COME	UNTO
SHALL	SERVANT	ALL
THEY_CAME_AND	ES	TIMAEUS_SAT
IMMEDIATELY	RECEIVED	SIGHT
AND	BRING	HIM
WHEN	HAD	EVENTIDE
WHEN	CAMAR	IT
YE_HAVE_A	DEN	OF
PETER_CALLING_TO_REMEMBRANCE	UNTAR	THE
AND	WAS	WALKING
THERE	COME	CHIEF_PRIESTS_AND_AND
AND	ES	SAY_WHY
THAT	WAS	INDEED
AND	BEGAR	SPEAK
AT_THE	SENT	THAT
AND	SENT	EMPTY
AGAIN	SENT	SENT
AGAIN	SENT	MANY_OTHERS_BEATING_AND
THEREFORE	ES	WELLBELOVED
AND	CAST	OF_THE_VINEYARD
WAS_THE_LORD’S	DOING	IT_IS_MARVELLOUS_OUR
THEY_KNEW_THAT	HAD	AND
THEN	COME	UNTO
WROTE	UNTAR	SEED
WHEN_JESUS	ANSWERED	DISCREETLY
AND	SAID	UNTO
CALLED	UNTAR	VERILY
COMING	SUDDENLY	SLEEPING
HATH	DONE	COME_AFOREHAND_MY_TO
AND	SENDETH	OF_FOLLOW
AND	ANSWERED	WITH
WITH_PETER	BEGAR	BE_SORE_AMAZED_AND
SOUL_IS_EXCEEDING_SORROWFUL	UNTAR	YE_HERE_AND
AND	SAID	NEVERTHELESS
AND	ES	AND
BUT	HELD	HIS
BUT	DENIED	SAYING
AND	DENIED	AGAIN
WHEN	THOUGHT	THEREON
AND	BEGAR	SALUTE_HIM
AND	BRING	PLACE_OF_SKULL
BUT	RECEIVED	NOT
AND	WAS	THE_TRANSGRESSORS
THAT_CRIED	SAID	THIS_MAN
WHEN	WAS	AND
WHEN	KNEW	OF_THE_CENTURION
AS	SAID	UNTO
THAT	APPEARED_IN	FORM
AFTERWARD	APPEARED	UNTO
AND	THESE	FOLLOW_THEM_THAT
WHEN	THOUGHT	JOSEPH
KING_HEROD_HEARD_IT	WAS	ALL_JERUSALEM_WITH_HIM
YOU_HAVE_FOUND_HIM	BRING	WORD
OF_REPENTANCE	PRODUCIR	FRUIT
THAT	PRODUCIR	CAST
WHEN	HAD	FORTY
JESUS	BEGAR	PREACH_AND
BY_THE	ES	GALILEE
WHEN	HAD	SAT
I_TELL_AT	ES	ADULTERY
I_TELL_AT	ES_IN	HEART
YOUR_RIGHT_EYE	CAUSES	TO_STUMBLE
DON’T	RESIST	IS_EVIL_BUT
WHOEVER	COMPELS	WITH_HIM_TWO
FOR	MAKES	SUN_AND
YOU_SHALL_BE	PERFECT	AS_YOUR_FATHER
YOU_WHEN_ENTER_AND	SEES_IN	WILL
YOUR_WILL_BE	DONE	EARTH
WHO	SEES	REWARD_YOU
CAN’T	SERVAR	AND_MAMMON
SPECK_FROM_YOUR_EYE	REMOVAR	ME
WHO_IS_AMONG_WHO	ASKS	STONE
IF	ASKS	WHO
TREE_CAN’T	PRODUCIR	FRUIT
CAN_CORRUPT	PRODUCIR	FRUIT
OUT_NAME	IN	DAY_LORD
WHEN	CAMAR	CAME_ASKING
AND	COMES	THIS
GO_AND_BURY	FIRST	ME
WHEN	HAR	INTO_BOAT_FOLLOWED_HIM
BUT	WAS	ASLEEP
MEN_THAT	OBEY	HIM
WHEN	CAMAR	THE_OTHER_SIDE_INTO
BEHOLD	ES	GOD
YOU_MAY	ES	MAN_HAS_AUTHORITY_SINS-
THEN	SAID	THE_PARALYTIC
AS	SAT	TAX_DISCIPLES
JESUS_HEARD_IT	SAID	THEM
WHEN	COME	THE_HOUSE_THE
THEN	TOUCHED	EYES
THEN	SAID	HIS_DISCIPLES
PHILIP	ES	ALPHAEUS
FEAR	DESTROY	GEHENNA
WHOEVER_DENIES	BEFORIR	I
DISCIPLES_WERE	BEGAR	TO
BUT	SAID	THEM
HOW	ENTERED	GOD’S_AND_NEITHER
THEN	TOLD	MAN
MY	SERVANT	I_HAVE
WHILE	WAS	TO_SPEAK_TO_HIM
MULTITUDES_GATHERED_TO_HIM	ENTERED	INTO
THIS_PEOPLE’S_HEART	GROWN	CALLOUS
YET	ROOT	HIMSELF
AND	BECOMES	UNFRUITFUL
WHEN_THE	PRODUCED	FRUIT
INTO_HIS_OWN_COUNTRY	TAUGHT	THIS_AND
WHEN	WOULD	HAVE
GIVE	HERIR	PLATTER
AND	SENT	BEHEADED_JOHN_THE
AFTER	SENT	MULTITUDES_AWAY
EVENING_HAD_COME	WAS	THERE
WHEN	WAS	BEGINNING_TO_SINK
THEN	SENT	THE_MULTITUDES
JESUS	ANSWERED	HIM
HE_COMMANDED	WAS	THE_CHRIST
